annotation_task_scriptura_DARIA_metadata.xlsx	32	Cicero	Marcus Tullius	Pro Flacco	Q1541
annotation_task_scriptura_DARIA_metadata.xlsx	33	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_scriptura_DARIA_metadata.xlsx	34	Terentius		Hecyra	Q172048
annotation_task_scriptura_DARIA_metadata.xlsx	35	Plautus		Truculentus	Q47160
annotation_task_scriptura_DARIA_metadata.xlsx	36	Terentius		Phormio	Q172048
annotation_task_scriptura_DARIA_metadata.xlsx	37	Cicero	Marcus Tullius	De inventione	Q1541
annotation_task_scriptura_DARIA_metadata.xlsx	38	Cicero	Marcus Tullius	De inventione	Q1541
annotation_task_scriptura_DARIA_metadata.xlsx	39	[Auctor	incertus]	De ratione dicendi ad C. Herennium	None
annotation_task_scriptura_DARIA_metadata.xlsx	40	Cicero	Marcus Tullius	De inventione	Q1541
annotation_task_scriptura_DARIA_metadata.xlsx	41	Cicero	Marcus Tullius	De inventione	Q1541
annotation_task_scriptura_DARIA_metadata.xlsx	42	[Auctor	incertus]	De ratione dicendi ad C. Herennium	None
annotation_task_scriptura_DARIA_metadata.xlsx	43	Cicero	Marcus Tullius	De imperio Gn. Pompei	Q1541
annotation_task_scriptura_DARIA_metadata.xlsx	44	Terentius		Adelphoe	Q172048
annotation_task_scriptura_DARIA_metadata.xlsx	45	Cicero	Marcus Tullius	De inventione	Q1541
annotation_task_scriptura_DARIA_metadata.xlsx	46	Plautus		Truculentus	Q47160
annotation_task_scriptura_DARIA_metadata.xlsx	47	Cicero	Marcus Tullius	De inventione	Q1541
annotation_task_scriptura_DARIA_metadata.xlsx	48	[Auctor	incertus]	De ratione dicendi ad C. Herennium	None
annotation_task_scriptura_DARIA_metadata.xlsx	49	Cicero	Marcus Tullius	De inventione	Q1541
annotation_task_scriptura_DARIA_metadata.xlsx	50	[Auctor	incertus]	De ratione dicendi ad C. Herennium	None
annotation_task_scriptura_DARIA_metadata.xlsx	51	[Auctor	incertus]	De ratione dicendi ad C. Herennium	None
annotation_task_scriptura_DARIA_metadata.xlsx	52	Cicero	Marcus Tullius	De inventione	Q1541
annotation_task_scriptura_DARIA_metadata.xlsx	53	Cicero	Marcus Tullius	De oratore	Q1541
annotation_task_scriptura_DARIA_metadata.xlsx	54	[Auctor	incertus]	De ratione dicendi ad C. Herennium	None
annotation_task_scriptura_DARIA_metadata.xlsx	55	Terentius		Hecyra	Q172048
annotation_task_scriptura_DARIA_metadata.xlsx	56	Cicero	Marcus Tullius	De inventione	Q1541
annotation_task_scriptura_DARIA_metadata.xlsx	58	Cicero	Marcus Tullius	De oratore	Q1541
annotation_task_consul HUGO_metadata.xlsx	1	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	2	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	3	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	4	Cicero	Marcus Tullius	De lege agraria	Q1541
annotation_task_consul HUGO_metadata.xlsx	5	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	6	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	7	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	8	Iustinianus	Caesar Flavius (Imperator Iustinianus)	Codex	Q41866
annotation_task_consul HUGO_metadata.xlsx	9	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	10	Valerius	Maximus	Factorum et dictorum memorabilium libri novem	Q379991
annotation_task_consul HUGO_metadata.xlsx	11	Lhomond	Charles Franccedil;ois	De viris illustribus urbis Romae a Romulo ad Augustum	None
annotation_task_consul HUGO_metadata.xlsx	12	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	13	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	14	Lhomond	Charles Franccedil;ois	De viris illustribus urbis Romae a Romulo ad Augustum	None
annotation_task_consul HUGO_metadata.xlsx	15	Frontinus	Sextus Iulius	Strategemata	Q297377
annotation_task_consul HUGO_metadata.xlsx	16	Velleius Paterculus	Caius	Historia Romana	Q316098
annotation_task_consul HUGO_metadata.xlsx	17	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	18	Ausonius	Decimus Magnus	Gratiarum actio dicta Domino Gratiano Augusto	Q234593
annotation_task_consul HUGO_metadata.xlsx	19	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	20	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	21	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	22	Cicero	Marcus Tullius	Pro Sestio	Q1541
annotation_task_consul HUGO_metadata.xlsx	23	Paulus	Diaconus	Historia Romana	Q160424
annotation_task_consul HUGO_metadata.xlsx	24	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	25	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	26	Cicero	Marcus Tullius	Philippicae	Q1541
annotation_task_consul HUGO_metadata.xlsx	27	No	Author	Codex canonum ecclesiarum orientalium	None
annotation_task_consul HUGO_metadata.xlsx	28	Solinus	Caius Iulius	De mirabilibus mundi	Q520487
annotation_task_consul HUGO_metadata.xlsx	29	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	30	Cicero	Marcus Tullius	Pro Flacco	Q1541
annotation_task_consul HUGO_metadata.xlsx	31	Plinius Gaius	Cecilius Secundus	Panegyricus Traiano	None
annotation_task_consul HUGO_metadata.xlsx	32	Lhomond	Charles Franccedil;ois	De viris illustribus urbis Romae a Romulo ad Augustum	None
annotation_task_consul HUGO_metadata.xlsx	33	Gellius	Aulus	Noctes Atticae	Q294800
annotation_task_consul HUGO_metadata.xlsx	34	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	35	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	36	Eutropius		Breviarium ab Urbe condita	Q314694
annotation_task_consul HUGO_metadata.xlsx	37	Svetonius Tranquillus	Caius	Vitae Caesarum	Q10133
annotation_task_consul HUGO_metadata.xlsx	38	Cicero	Marcus Tullius	Philippicae	Q1541
annotation_task_consul HUGO_metadata.xlsx	39	Erasmus Roterodamus	Desiderius	Libri Antibarbarorum	Q43499
annotation_task_consul HUGO_metadata.xlsx	40	Obsequens	Iulius	Prodigiorum Liber	Q682860
annotation_task_consul HUGO_metadata.xlsx	41	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	42	Lhomond	Charles Franccedil;ois	De viris illustribus urbis Romae a Romulo ad Augustum	None
annotation_task_consul HUGO_metadata.xlsx	43	[Anonymous]		Excerpta Valesiana	None
annotation_task_consul HUGO_metadata.xlsx	44	Petrus	de Ebulo	Liber ad honorem Augusti sive de rebus siculis	None
annotation_task_consul HUGO_metadata.xlsx	45	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	46	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	47	Iustinus Iunianus	Marcus	Epitome Historiarum Philippicarum Pompei Trogi	None
annotation_task_consul HUGO_metadata.xlsx	48	Cicero	Marcus Tullius	Pro Milone	Q1541
annotation_task_consul HUGO_metadata.xlsx	49	Eutropius		Breviarium ab Urbe condita	Q314694
annotation_task_consul HUGO_metadata.xlsx	50	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	51	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	52	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_consul HUGO_metadata.xlsx	53	Lhomond	Charles Franccedil;ois	De viris illustribus urbis Romae a Romulo ad Augustum	None
annotation_task_consul HUGO_metadata.xlsx	54	Velleius Paterculus	Caius	Historia Romana	Q316098
annotation_task_consul HUGO_metadata.xlsx	55	Tacitus	Publius (Gaius) Cornelius	Opera omnia	Q2161
annotation_task_consul HUGO_metadata.xlsx	56	Marcellinus	Comes	Chronicon	None
annotation_task_consul HUGO_metadata.xlsx	57	Velleius Paterculus	Caius	Historia Romana	Q316098
annotation_task_consul HUGO_metadata.xlsx	58	Velleius Paterculus	Caius	Historia Romana	Q316098
annotation_task_consul HUGO_metadata.xlsx	59	Iordanes		De summa temporum vel origine actibusque gentis Romanorum	Q131548
annotation_task_consul HUGO_metadata.xlsx	60	Frontinus	Sextus Iulius	Strategemata	Q297377
annotation_task_credo_Paola_metadata.xlsx	2	Arnobius		Adversus nationes	Q342416
annotation_task_credo_Paola_metadata.xlsx	3	Andreas	Capellanus	De amore	Q4340
annotation_task_credo_Paola_metadata.xlsx	4	Hirtius	Aulus	Commentarius de bello Alexandrino	None
annotation_task_credo_Paola_metadata.xlsx	5	Abaelardus	Petrus	Dialectica	Q4295
annotation_task_credo_Paola_metadata.xlsx	6	Abaelardus	Petrus	Sermones	Q4295
annotation_task_credo_Paola_metadata.xlsx	7	Abaelardus	Petrus	Sermones	Q4295
annotation_task_credo_Paola_metadata.xlsx	8	Abaelardus	Petrus	Sermones	Q4295
annotation_task_credo_Paola_metadata.xlsx	9	Abaelardus	Petrus	Problemata Heloissae cum Petri Abaelardi solutionibus	Q4295
annotation_task_credo_Paola_metadata.xlsx	10	Abaelardus	Petrus	Problemata Heloissae cum Petri Abaelardi solutionibus	Q4295
annotation_task_credo_Paola_metadata.xlsx	11	Abaelardus	Petrus	Problemata Heloissae cum Petri Abaelardi solutionibus	Q4295
annotation_task_credo_Paola_metadata.xlsx	12	Abaelardus	Petrus	Problemata Heloissae cum Petri Abaelardi solutionibus	Q4295
annotation_task_credo_Paola_metadata.xlsx	13	Quintilianus	Marcus Fabius	Institutio oratoria	Q193769
annotation_task_credo_Paola_metadata.xlsx	14	Barclay	John	Icon Animorum	Q1699269
annotation_task_credo_Paola_metadata.xlsx	15	Ioannes	Paulus PP. II	Fides et ratio	Q989
annotation_task_credo_Paola_metadata.xlsx	16	May	Thomas	Supplementum Pharsaliae	None
annotation_task_credo_Paola_metadata.xlsx	17	Paulinus	Nolanus	carmina	Q132473
annotation_task_credo_Paola_metadata.xlsx	18	Ilias	Latina	Ilias Latina	None
annotation_task_credo_Paola_metadata.xlsx	19	Prudentius		psychomachia	Q347250
annotation_task_credo_Paola_metadata.xlsx	20	Commodianus		instructiones 1	Q1115768
annotation_task_credo_Paola_metadata.xlsx	21	Venantius	Fortunatus	spuriorum appendix	Q44934
annotation_task_credo_Paola_metadata.xlsx	22	Cyprianus	Gallus	exodus	Q899826
annotation_task_credo_Paola_metadata.xlsx	23	Gualterus	de Insulis	Pastourelles	Q5198
annotation_task_credo_Paola_metadata.xlsx	24	Plautus	Titus Maccius	Poenulus	Q47160
annotation_task_credo_Paola_metadata.xlsx	25	Dracontius		Romulea	Q885446
annotation_task_credo_Paola_metadata.xlsx	26	Folengo	Teofilo	Baldus	None
annotation_task_credo_Paola_metadata.xlsx	27	Widl	Rufinus	Apollo et Hyacinthus	None
annotation_task_credo_Paola_metadata.xlsx	28	Paulinus	Nolanus	carmina	Q132473
annotation_task_credo_Paola_metadata.xlsx	29	Martialis		epigrammata 8	Q2098
annotation_task_credo_Paola_metadata.xlsx	30	[Auctor	incertus]	Appendix Vergiliana	None
annotation_task_credo_Paola_metadata.xlsx	31	unknown		Punica	None
annotation_task_credo_Paola_metadata.xlsx	32	unknown		de rerum natura	None
annotation_task_credo_Paola_metadata.xlsx	33	Plautus		Asinaria	Q47160
annotation_task_credo_Paola_metadata.xlsx	34	unknown		de rerum natura	None
annotation_task_credo_Paola_metadata.xlsx	35	Catullus		carmina	Q163079
annotation_task_credo_Paola_metadata.xlsx	36	Plautus		Pseudolus	Q47160
annotation_task_credo_Paola_metadata.xlsx	37	Ovidius Naso	Publius	Ars amatoria	None
annotation_task_credo_Paola_metadata.xlsx	38	Guillelmus	Apuliensis	Gesta Roberti Wiscardi	Q168443
annotation_task_credo_Paola_metadata.xlsx	39	Lucanus		Pharsalia	Q188646
annotation_task_credo_Paola_metadata.xlsx	40	Plautus		Bacchides	Q47160
annotation_task_credo_Paola_metadata.xlsx	41	Plautus		Pseudolus	Q47160
annotation_task_credo_Paola_metadata.xlsx	42	Plautus		Rudens	Q47160
annotation_task_credo_Paola_metadata.xlsx	43	Terentius		Andria	Q172048
annotation_task_credo_Paola_metadata.xlsx	44	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_credo_Paola_metadata.xlsx	45	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_credo_Paola_metadata.xlsx	46	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_credo_Paola_metadata.xlsx	47	Cicero	Marcus Tullius	Philippicae	Q1541
annotation_task_credo_Paola_metadata.xlsx	48	Cicero	Marcus Tullius	Philippicae	Q1541
annotation_task_credo_Paola_metadata.xlsx	49	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_credo_Paola_metadata.xlsx	50	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_credo_Paola_metadata.xlsx	51	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_credo_Paola_metadata.xlsx	52	Cicero	Marcus Tullius	Pro Caelio	Q1541
annotation_task_credo_Paola_metadata.xlsx	53	Cicero	Marcus Tullius	Pro Roscio Comoedo	Q1541
annotation_task_credo_Paola_metadata.xlsx	54	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_credo_Paola_metadata.xlsx	55	Ovidius Naso	Publius	Ars amatoria	None
annotation_task_credo_Paola_metadata.xlsx	56	Terentius		Phormio	Q172048
annotation_task_credo_Paola_metadata.xlsx	57	Cicero	Marcus Tullius	Cato Maior de senectute	Q1541
annotation_task_credo_Paola_metadata.xlsx	58	Cicero	Marcus Tullius	Pro Sestio	Q1541
annotation_task_credo_Paola_metadata.xlsx	59	Cicero	Marcus Tullius	De divinatione	Q1541
annotation_task_credo_Paola_metadata.xlsx	60	Cicero	Marcus Tullius	Pro Archia	Q1541
annotation_task_sapientia_DARIA_metadata.xlsx	1	Cicero	Marcus Tullius	De finibus bonorum et malorum	Q1541
annotation_task_sapientia_DARIA_metadata.xlsx	2	Thomas	Edessenus	Tractatus de nativitate Domini Nostri Christi	None
annotation_task_sapientia_DARIA_metadata.xlsx	3	Cicero	Marcus Tullius	De finibus bonorum et malorum	Q1541
annotation_task_sapientia_DARIA_metadata.xlsx	4	Tertullianus	Quintus Septimius Florens	De oratione	Q174929
annotation_task_sapientia_DARIA_metadata.xlsx	5	Corvinus	Laurentius	Epithalamium in nuptiis Sigismundi regis Poloniae et bonae Sphoriciae	None
annotation_task_sapientia_DARIA_metadata.xlsx	6	Erasmus Roterodamus	Desiderius	Institutio principis christiani	Q43499
annotation_task_sapientia_DARIA_metadata.xlsx	7	Seneca	Lucius Annaeus	Epistulae morales ad Lucilium	Q2054
annotation_task_sapientia_DARIA_metadata.xlsx	8	Hugo	de Sancto Victore	Soliloquium de arrha animae	Q317554
annotation_task_sapientia_DARIA_metadata.xlsx	9	Erasmus Roterodamus	Desiderius	Morias encomion	Q43499
annotation_task_sapientia_DARIA_metadata.xlsx	10	Tertullianus	Quintus Septimius Florens	De resurrectione carnis liber	Q174929
annotation_task_sapientia_DARIA_metadata.xlsx	11	William	of Conches	Philosophia mundi	Q615260
annotation_task_sapientia_DARIA_metadata.xlsx	12	Cicero	Marcus Tullius	De inventione	Q1541
annotation_task_sapientia_DARIA_metadata.xlsx	13	Aelredus	Rievallensis	De spirituali amicitia	None
annotation_task_sapientia_DARIA_metadata.xlsx	14	Valerius	Maximus	Factorum et dictorum memorabilium libri novem	Q379991
annotation_task_sapientia_DARIA_metadata.xlsx	15	Bonaventura:	Santo	Itinerarium mentis in Deum	None
annotation_task_sapientia_DARIA_metadata.xlsx	16	Abaelardus	Petrus	Theologia Scholarium	Q4295
annotation_task_sapientia_DARIA_metadata.xlsx	17	Abaelardus	Petrus	Theologia Scholarium	Q4295
annotation_task_sapientia_DARIA_metadata.xlsx	18	Gregorius	Turonensis	Historiae	Q67841
annotation_task_sapientia_DARIA_metadata.xlsx	19	Cicero	Marcus Tullius	De finibus bonorum et malorum	Q1541
annotation_task_sapientia_DARIA_metadata.xlsx	20	Abaelardus	Petrus	Theologia Summi Boni	Q4295
annotation_task_sapientia_DARIA_metadata.xlsx	21	Abaelardus	Petrus	Theologia Scholarium	Q4295
annotation_task_sapientia_DARIA_metadata.xlsx	22	Abaelardus	Petrus	Theologia Scholarium	Q4295
annotation_task_sapientia_DARIA_metadata.xlsx	23	Abaelardus	Petrus	Theologia Summi Boni	Q4295
annotation_task_sapientia_DARIA_metadata.xlsx	24	Cicero	Marcus Tullius	Oratio de haruspicum responso in P. Clodium in Senatu habita	Q1541
annotation_task_sapientia_DARIA_metadata.xlsx	25	Abaelardus	Petrus	Theologia Scholarium	Q4295
annotation_task_sapientia_DARIA_metadata.xlsx	26	Abaelardus	Petrus	Theologia Summi Boni	Q4295
annotation_task_sapientia_DARIA_metadata.xlsx	27	Various	Authors	Nova Vulgata Bibliorum Sacrorum	None
annotation_task_sapientia_DARIA_metadata.xlsx	28	Bonaventura:	Santo	Itinerarium mentis in Deum	None
annotation_task_sapientia_DARIA_metadata.xlsx	29	Erasmus Roterodamus	Desiderius	Institutio principis christiani	Q43499
annotation_task_sapientia_DARIA_metadata.xlsx	30	Ambrosius:	Sanctus	De Mysteriis	Q43689
annotation_task_sapientia_DARIA_metadata.xlsx	31	Abaelardus	Petrus	Theologia Christiana	Q4295
annotation_task_sapientia_DARIA_metadata.xlsx	32	Abaelardus	Petrus	Theologia Scholarium	Q4295
annotation_task_sapientia_DARIA_metadata.xlsx	33	Abaelardus	Petrus	Commentaria in epistolam Pauli ad Romanos	Q4295
